"id"	"name"
"1"	"Natural hazard"
"2"	"pirate/privateer action"
"3"	"British"
"4"	"Spanish"
"5"	"Dutch"
"6"	"Portuguese"
"8"	"French"
"9"	"US"
"10"	"African"
"11"	"Crew action"
"12"	"Brazil"
"13"	"Captor unspecified"
"14"	"Not captured"
"15"	"Unknown"
"16"	"Haitians"
"17"	"Venezuela"
"18"	"Sweden"
