"voyageid"	"shipname"	"captaina"	"captainb"	"captainc"	"datedep"	"plac1tra"	"plac2tra"	"plac3tra"	"npafttra"	"sla1port"	"tslavesd"	"slaarriv"	"slas32"	"adpsale1"	"slas36"	"adpsale2"	"slas39"	"portret"	"fate"	"sourcea"	"sourceb"	"sourcec"	"sourced"	"sourcee"	"sourcef"	"sourceg"	"sourceh"	"sourcei"	"sourcej"	"sourcek"	"sourcel"	"sourcem"	"sourcen"	"sourceo"	"sourcep"	"sourceq"	"sourcer"	"slintend"	"tonnage"	"crewdied"	"ncar13"	"ncar15"	"ncar17"	"guns"	"crew1"	"rig"	"placcons"	"yrreg"	"crew3"	"resistance"	"ownera"	"ownerb"	"ownerc"	"ownerd"	"ownere"	"ownerf"	"ownerg"	"ownerh"	"owneri"	"ownerj"	"ownerk"	"ownerl"	"ownerm"	"ownern"	"ownero"	"ownerp"	"natinimp"	"retrnreg"	"yearam"	"tonmod"	"vymrtimp"	"regem1"	"regem2"	"regem3"	"majbyimp"	"regdis1"	"regdis2"	"regdis3"	"fate2"	"fate3"	"fate4"	"mjselimp"	"vymrtrat"	"slaximp"	"slamimp"	"voy2imp"	"voy1imp"	"malrat7"	"chilrat7"	"womrat7"	"menrat7"	"girlrat7"	"boyrat7"	"jamcaspr"	"mjbyptimp"	"yrcons"	"placreg"	"ptdepimp"	"mjslptimp"	"deptregimp"	"datebuy"	"datedepam"	"dateend"	"dateland1"	"dateland2"	"dateland3"	"dateleftafr"	"e_majbyimp"	"e_mjselimp"	"e_natinimp"	"portdep"	"embport"	"arrport"	"tontype"	"sladamer"	"saild1"	"saild2"	"saild3"	"saild4"	"saild5"	"embport2"	"voyage"	"child2"	"child3"	"crew4"	"crew5"	"adult1"	"child1"	"female1"	"male1"	"men1"	"women1"	"boy1"	"girl1"	"female2"	"male2"	"men2"	"women2"	"boy2"	"girl2"	"female3"	"male3"	"men3"	"women3"	"boy3"	"girl3"	"child4"	"female4"	"male4"	"men4"	"women4"	"boy4"	"girl4"	"child6"	"female6"	"male6"	"men6"	"women6"	"boy6"	"girl6"	"crew2"	"infantm3"	"infantf3"	"sladied1"	"sladied2"	"sladied3"	"sladied4"	"sladied5"	"sladied6"	"adult3"	"insurrec"	"child5"	"female5"	"male5"	"men5"	"women5"	"boy5"	"girl5"	"arrport2"	"infant3"	"infant1"	"adult5"	"adult2"	"adult4"	"infant4"	"crew"	"suggestion"	"revision"	"nppretra"	"tslavesp"	"sladvoy"	"npprior"	"national"	"slinten2"	"ndesert"	"sladafri"	"adult6"	"yeardep"	"datepl"	"datepc"	"datedepc"	"datedepa"	"datedepb"	"d1slatrc"	"d1slatrb"	"d1slatra"	"dlslatrc"	"dlslatrb"	"dlslatra"	"datarr"	"datarr33"	"datarr32"	"datarr31"	"datarr34"	"datarr40"	"datarr39"	"ddepamb"	"ddepam"	"ddepamc"	"datarr44"	"datarr43"	"datarr45"	"datarr36"	"datarr37"	"yearaf"	"year100"	"year25"	"year5"	"tslmtimp"	"sla32imp"	"sla36imp"	"imprat"	"sla39imp"	"ncr13imp"	"ncr15imp"	"ncr17imp"	"exprat"	"male1imp"	"feml1imp"	"chil1imp"	"malrat1"	"chilrat1"	"slavemx1"	"slavema1"	"male3imp"	"feml3imp"	"chil3imp"	"malrat3"	"chilrat3"	"slavemx3"	"slavema3"	"adlt3imp"	"filter_$"	"womrat1"	"womrat3"	"menrat1"	"menrat3"	"girlrat1"	"girlrat3"	"boyrat3"	"boyrat1"	"£price"	"female7"	"male7"	"men7"	"women7"	"boy7"	"girl7"	"child7"	"adult7"	"xmimpflag"	"slavemx7"	"slavema7"	"year10"	"captcat"	"y"	"datarr38"	"datarr41"	"spanpre1640"	"spanpre1595"	"rice"	"yearrice"	"riceafrica"	"majbuypt"	"majselpt"	"destin"	"constreg"	"regisreg"	"deptreg"	"embreg"	"embreg2"	"majbuyreg"	"regarr"	"regarr2"	"majselrg"	"deptreg1"	"deptregimp1"	"majbyimp1"	"regdis11"	"regdis22"	"mjselimp1"	"retrnreg1"	"iid"	"evgreen"	"adlt1imp"	"slavmax1"	"slavmax3"	"slavmax7"	"adlt2imp"	"chil2imp"	"male2imp"	"feml2imp"	"infant2"	"infant5"	"infant6"	"placcons_port"	"placcons_region"	"placcons_area"	"placreg_port"	"placreg_region"	"placreg_area"	"ptdepimp_port"	"ptdepimp_region"	"ptdepimp_area"	"plac1tra_port"	"plac1tra_region"	"plac1tra_area"	"plac2tra_port"	"plac2tra_region"	"plac2tra_area"	"plac3tra_port"	"plac3tra_region"	"plac3tra_area"	"mjbyptimp_port"	"mjbyptimp_region"	"mjbyptimp_area"	"npafttra_port"	"npafttra_region"	"npafttra_area"	"sla1port_port"	"sla1port_region"	"sla1port_area"	"adpsale1_port"	"adpsale1_region"	"adpsale1_area"	"adpsale2_port"	"adpsale2_region"	"adpsale2_area"	"mjslptimp_port"	"mjslptimp_region"	"mjslptimp_area"	"portret_port"	"portret_region"	"portret_area"	"portdep_port"	"portdep_region"	"portdep_area"	"embport_port"	"embport_region"	"embport_area"	"arrport_port"	"arrport_region"	"arrport_area"	"embport2_port"	"embport2_region"	"embport2_area"	"arrport2_port"	"arrport2_region"	"arrport2_area"	"shipname_index"	"captains_index"	"owners_index"	"sources_index"
"28102"	"NS de Buen Viaje"	"Bexa, Diego de"	"\N"	"\N"	"\N"	"60126"	"\N"	"\N"	"\N"	"41207"	"\N"	"80"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"49"	"AGI-Contaduría 1385, n.1, pieza 2, folios 17v-19r"	"Chaunus, III: 494-95"	"Borrego Plá, 59"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"3"	"\N"	"1593"	"\N"	"\N"	"60100"	"\N"	"\N"	"60100"	"41200"	"\N"	"\N"	"1"	"14"	"1"	"41200"	"\N"	"111"	"80"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"60126"	"\N"	"10115"	"10115"	"41207"	"10100"	"\N"	"\N"	"\N"	"1593-04-21"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"10115"	"\N"	"41207"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"f"	"1"	"\N"	"\N"	"\N"	"\N"	"1"	"\N"	"\N"	"\N"	"\N"	"1592"	"\N"	"\N"	"1592"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"4"	"21"	"\N"	"1593"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"1593"	"1500"	"4"	"14"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"1"	"\N"	"\N"	"10"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"60126"	"41207"	"\N"	"\N"	"10100"	"\N"	"\N"	"\N"	"\N"	"41200"	"\N"	"\N"	"\N"	"10000"	"60000"	"\N"	"\N"	"40000"	"\N"	"14403"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"10115"	"10100"	"10000"	"10115"	"10100"	"10000"	"60126"	"60100"	"60000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"60126"	"60100"	"60000"	"\N"	"\N"	"\N"	"41207"	"41200"	"40000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"41207"	"41200"	"40000"	"\N"	"\N"	"\N"	"10115"	"10100"	"10000"	"\N"	"\N"	"\N"	"41207"	"41200"	"40000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"'a' 'aj' 'aje' 'b' 'bu' 'bue' 'buen' 'd' 'de' 'e' 'en' 'i' 'ia' 'iaj' 'iaje' 'j' 'je' 'n' 'ns' 's' 'u' 'ue' 'uen' 'v' 'vi' 'via' 'viaj' 'viaje'"	"'a' 'b' 'be' 'bex' 'bexa' 'd' 'de' 'di' 'die' 'dieg' 'diego' 'e' 'eg' 'ego' 'ex' 'exa' 'g' 'go' 'i' 'ie' 'ieg' 'iego' 'o' 'x' 'xa'"	"\N"	"'1' '13' '138' '1385' '17' '17v' '19' '19r' '2' '3' '38' '385' '4' '49' '494' '5' '59' '7' '7v' '8' '85' '9' '94' '95' '9r' 'a' 'ad' 'adu' 'adur' 'aduri' 'aduria' 'ag' 'agi' 'au' 'aun' 'aunu' 'aunus' 'b' 'bo' 'bor' 'borr' 'borre' 'borreg' 'borrego' 'c' 'ch' 'cha' 'chau' 'chaun' 'chaunu' 'chaunus' 'co' 'con' 'cont' 'conta' 'contad' 'contadu' 'contadur' 'contaduri' 'contaduria' 'd' 'du' 'dur' 'duri' 'duria' 'e' 'eg' 'ego' 'ez' 'eza' 'f' 'fo' 'fol' 'foli' 'folio' 'folios' 'g' 'gi' 'go' 'h' 'ha' 'hau' 'haun' 'haunu' 'haunus' 'i' 'ia' 'ie' 'iez' 'ieza' 'ii' 'iii' 'io' 'ios' 'l' 'la' 'li' 'lio' 'lios' 'n' 'nt' 'nta' 'ntad' 'ntadu' 'ntadur' 'ntaduri' 'ntaduria' 'nu' 'nus' 'o' 'ol' 'oli' 'olio' 'olios' 'on' 'ont' 'onta' 'ontad' 'ontadu' 'ontadur' 'ontaduri' 'ontaduria' 'or' 'orr' 'orre' 'orreg' 'orrego' 'os' 'p' 'pi' 'pie' 'piez' 'pieza' 'pl' 'pla' 'r' 're' 'reg' 'rego' 'ri' 'ria' 'rr' 'rre' 'rreg' 'rrego' 's' 't' 'ta' 'tad' 'tadu' 'tadur' 'taduri' 'taduria' 'u' 'un' 'unu' 'unus' 'ur' 'uri' 'uria' 'us' 'v' 'z' 'za'"
"321"	"Mercantil"	"Rodrigues, Francisco de Paula"	"\N"	"\N"	"1822-10-14"	"60734"	"\N"	"\N"	"\N"	"50422"	"625"	"625"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"1"	"PP,1845,XLIX:593-633"	"IUP,ST,9/A/25"	"FO84/31,ff.89-105"	"Florentino"	"AHNA, Códice D-1-5"	"ANRJ, SM IV M - Liv.336 - Diversos,p.80v"	"GRJ, 24/10/1822"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"25"	"\N"	"\N"	"\N"	"\N"	"Vale, João Gomes"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"6"	"\N"	"1823"	"\N"	"0"	"60700"	"\N"	"\N"	"60700"	"50400"	"\N"	"\N"	"1"	"14"	"1"	"50400"	"0"	"625"	"625"	"\N"	"313"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"60734"	"\N"	"\N"	"50422"	"50422"	"50400"	"\N"	"\N"	"\N"	"1823-08-23"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"50422"	"60734"	"50422"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"f"	"1"	"\N"	"\N"	"0"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"1822"	"\N"	"\N"	"1822"	"14"	"10"	"1823"	"\N"	"\N"	"1823"	"5"	"\N"	"\N"	"8"	"23"	"\N"	"1823"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"1823"	"1800"	"13"	"60"	"625"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"63"	"\N"	"\N"	"33"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"60799"	"50422"	"\N"	"\N"	"\N"	"\N"	"60700"	"\N"	"\N"	"50400"	"\N"	"\N"	"\N"	"50000"	"60000"	"\N"	"\N"	"50000"	"\N"	"319"	"t"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"50422"	"50400"	"50000"	"60734"	"60700"	"60000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"60734"	"60700"	"60000"	"\N"	"\N"	"\N"	"50422"	"50400"	"50000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"50422"	"50400"	"50000"	"\N"	"\N"	"\N"	"50422"	"50400"	"50000"	"60734"	"60700"	"60000"	"50422"	"50400"	"50000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"'a' 'an' 'ant' 'anti' 'antil' 'c' 'ca' 'can' 'cant' 'canti' 'cantil' 'e' 'er' 'erc' 'erca' 'ercan' 'ercant' 'ercanti' 'ercantil' 'i' 'il' 'l' 'm' 'me' 'mer' 'merc' 'merca' 'mercan' 'mercant' 'mercanti' 'mercantil' 'n' 'nt' 'nti' 'ntil' 'r' 'rc' 'rca' 'rcan' 'rcant' 'rcanti' 'rcantil' 't' 'ti' 'til'"	"'a' 'an' 'anc' 'anci' 'ancis' 'ancisc' 'ancisco' 'au' 'aul' 'aula' 'c' 'ci' 'cis' 'cisc' 'cisco' 'co' 'd' 'de' 'dr' 'dri' 'drig' 'drigu' 'drigue' 'drigues' 'e' 'es' 'f' 'fr' 'fra' 'fran' 'franc' 'franci' 'francis' 'francisc' 'francisco' 'g' 'gu' 'gue' 'gues' 'i' 'ig' 'igu' 'igue' 'igues' 'is' 'isc' 'isco' 'l' 'la' 'n' 'nc' 'nci' 'ncis' 'ncisc' 'ncisco' 'o' 'od' 'odr' 'odri' 'odrig' 'odrigu' 'odrigue' 'odrigues' 'p' 'pa' 'pau' 'paul' 'paula' 'r' 'ra' 'ran' 'ranc' 'ranci' 'rancis' 'rancisc' 'rancisco' 'ri' 'rig' 'rigu' 'rigue' 'rigues' 'ro' 'rod' 'rodr' 'rodri' 'rodrig' 'rodrigu' 'rodrigue' 'rodrigues' 's' 'sc' 'sco' 'u' 'ue' 'ues' 'ul' 'ula'"	"'a' 'al' 'ale' 'ao' 'e' 'es' 'g' 'go' 'gom' 'gome' 'gomes' 'j' 'jo' 'joa' 'joao' 'l' 'le' 'm' 'me' 'mes' 'o' 'oa' 'oao' 'om' 'ome' 'omes' 's' 'v' 'va' 'val' 'vale'"	"'/' '/1' '/10' '/10/' '/10/1' '/10/18' '/10/182' '/10/1822' '/18' '/182' '/1822' '/2' '/25' '/3' '/31' '/a' '/a/' '/a/2' '/a/25' '0' '0/' '0/1' '0/18' '0/182' '0/1822' '05' '0v' '1' '10' '10/' '10/1' '10/18' '10/182' '10/1822' '105' '18' '182' '1822' '184' '1845' '2' '22' '24' '24/' '24/1' '24/10' '24/10/' '24/10/1' '24/10/18' '24/10/182' '24/10/1822' '25' '3' '31' '33' '336' '36' '4' '4/' '4/1' '4/10' '4/10/' '4/10/1' '4/10/18' '4/10/182' '4/10/1822' '4/3' '4/31' '45' '5' '59' '593' '6' '63' '633' '8' '80' '80v' '82' '822' '84' '84/' '84/3' '84/31' '845' '89' '9' '9/' '9/a' '9/a/' '9/a/2' '9/a/25' '93' 'a' 'a/' 'a/2' 'a/25' 'ah' 'ahn' 'ahna' 'an' 'anr' 'anrj' 'c' 'ce' 'co' 'cod' 'codi' 'codic' 'codice' 'd' 'di' 'dic' 'dice' 'div' 'dive' 'diver' 'divers' 'diverso' 'diversos' 'e' 'en' 'ent' 'enti' 'entin' 'entino' 'er' 'ers' 'erso' 'ersos' 'f' 'ff' 'fl' 'flo' 'flor' 'flore' 'floren' 'florent' 'florenti' 'florentin' 'florentino' 'fo' 'fo8' 'fo84' 'fo84/' 'fo84/3' 'fo84/31' 'g' 'gr' 'grj' 'h' 'hn' 'hna' 'i' 'ic' 'ice' 'in' 'ino' 'iu' 'iup' 'iv' 'ive' 'iver' 'ivers' 'iverso' 'iversos' 'ix' 'j' 'l' 'li' 'liv' 'lix' 'lo' 'lor' 'lore' 'loren' 'lorent' 'lorenti' 'lorentin' 'lorentino' 'm' 'n' 'na' 'no' 'nr' 'nrj' 'nt' 'nti' 'ntin' 'ntino' 'o' 'o8' 'o84' 'o84/' 'o84/3' 'o84/31' 'od' 'odi' 'odic' 'odice' 'or' 'ore' 'oren' 'orent' 'orenti' 'orentin' 'orentino' 'os' 'p' 'pp' 'r' 're' 'ren' 'rent' 'renti' 'rentin' 'rentino' 'rj' 'rs' 'rso' 'rsos' 's' 'sm' 'so' 'sos' 'st' 't' 'ti' 'tin' 'tino' 'u' 'up' 'v' 've' 'ver' 'vers' 'verso' 'versos' 'x' 'xl' 'xli' 'xlix'"
"28104"	"NS de Nazaren"	"Cortisos, Duarte Fernandez"	"\N"	"\N"	"\N"	"60114"	"\N"	"\N"	"\N"	"41207"	"\N"	"78"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"49"	"AGI-Contaduría 1385, n.1, pieza 2, folios 30v-32r"	"Borrego Plá, 59"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"80"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"3"	"\N"	"1593"	"\N"	"\N"	"60100"	"\N"	"\N"	"60100"	"41200"	"\N"	"\N"	"1"	"14"	"1"	"41200"	"\N"	"109"	"78"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"60114"	"\N"	"10115"	"\N"	"41207"	"\N"	"\N"	"\N"	"\N"	"1593-10-31"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"41207"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"f"	"1"	"\N"	"\N"	"\N"	"\N"	"1"	"\N"	"\N"	"\N"	"\N"	"1593"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"10"	"31"	"\N"	"1593"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"1593"	"1500"	"4"	"14"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"1"	"\N"	"\N"	"10"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"60114"	"41207"	"\N"	"\N"	"10100"	"\N"	"\N"	"\N"	"\N"	"41200"	"\N"	"\N"	"\N"	"\N"	"60000"	"\N"	"\N"	"40000"	"\N"	"14405"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"10115"	"10100"	"10000"	"\N"	"\N"	"\N"	"60114"	"60100"	"60000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"60114"	"60100"	"60000"	"\N"	"\N"	"\N"	"41207"	"41200"	"40000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"41207"	"41200"	"40000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"41207"	"41200"	"40000"	"\N"	"\N"	"\N"	"\N"	"\N"	"\N"	"'a' 'ar' 'are' 'aren' 'az' 'aza' 'azar' 'azare' 'azaren' 'd' 'de' 'e' 'en' 'n' 'na' 'naz' 'naza' 'nazar' 'nazare' 'nazaren' 'ns' 'r' 're' 'ren' 's' 'z' 'za' 'zar' 'zare' 'zaren'"	"'a' 'an' 'and' 'ande' 'andez' 'ar' 'art' 'arte' 'c' 'co' 'cor' 'cort' 'corti' 'cortis' 'cortiso' 'cortisos' 'd' 'de' 'dez' 'du' 'dua' 'duar' 'duart' 'duarte' 'e' 'er' 'ern' 'erna' 'ernan' 'ernand' 'ernande' 'ernandez' 'ez' 'f' 'fe' 'fer' 'fern' 'ferna' 'fernan' 'fernand' 'fernande' 'fernandez' 'i' 'is' 'iso' 'isos' 'n' 'na' 'nan' 'nand' 'nande' 'nandez' 'nd' 'nde' 'ndez' 'o' 'or' 'ort' 'orti' 'ortis' 'ortiso' 'ortisos' 'os' 'r' 'rn' 'rna' 'rnan' 'rnand' 'rnande' 'rnandez' 'rt' 'rte' 'rti' 'rtis' 'rtiso' 'rtisos' 's' 'so' 'sos' 't' 'te' 'ti' 'tis' 'tiso' 'tisos' 'u' 'ua' 'uar' 'uart' 'uarte' 'z'"	"\N"	"'0' '0v' '1' '13' '138' '1385' '2' '2r' '3' '30' '30v' '32' '32r' '38' '385' '5' '59' '8' '85' '9' 'a' 'ad' 'adu' 'adur' 'aduri' 'aduria' 'ag' 'agi' 'b' 'bo' 'bor' 'borr' 'borre' 'borreg' 'borrego' 'c' 'co' 'con' 'cont' 'conta' 'contad' 'contadu' 'contadur' 'contaduri' 'contaduria' 'd' 'du' 'dur' 'duri' 'duria' 'e' 'eg' 'ego' 'ez' 'eza' 'f' 'fo' 'fol' 'foli' 'folio' 'folios' 'g' 'gi' 'go' 'i' 'ia' 'ie' 'iez' 'ieza' 'io' 'ios' 'l' 'la' 'li' 'lio' 'lios' 'n' 'nt' 'nta' 'ntad' 'ntadu' 'ntadur' 'ntaduri' 'ntaduria' 'o' 'ol' 'oli' 'olio' 'olios' 'on' 'ont' 'onta' 'ontad' 'ontadu' 'ontadur' 'ontaduri' 'ontaduria' 'or' 'orr' 'orre' 'orreg' 'orrego' 'os' 'p' 'pi' 'pie' 'piez' 'pieza' 'pl' 'pla' 'r' 're' 'reg' 'rego' 'ri' 'ria' 'rr' 'rre' 'rreg' 'rrego' 's' 't' 'ta' 'tad' 'tadu' 'tadur' 'taduri' 'taduria' 'u' 'ur' 'uri' 'uria' 'v' 'z' 'za'"
