voyageid,adpsale1,adpsale2,adult1,adult2,adult3,adult4,adult5,adult6,arrport,arrport2,boy1,boy2,boy3,boy4,boy5,boy6,captaina,captainb,captainc,child1,child2,child3,child4,child5,child6,constreg,crew,crew1,crew2,crew3,crew4,crew5,crewdied,datedepa,datedepb,datedepc,d1slatra,d1slatrb,d1slatrc,dlslatra,dlslatrb,dlslatrc,ddepam,ddepamb,ddepamc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,datarr43,datarr44,datarr45,embport,embport2,embreg,embreg2,fate,female1,female2,female3,female4,female5,female6,girl1,girl2,girl3,girl4,girl5,girl6,guns,infant1,infant3,infant4,jamcaspr,majbuypt,majselpt,male1,male2,male3,male4,male5,male6,men1,men2,men3,men4,men5,men6,national,ncar13,ncar15,ncar17,ndesert,npafttra,nppretra,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,owneri,ownerj,ownerk,ownerl,ownerm,ownern,ownero,ownerp,plac1tra,plac2tra,plac3tra,placcons,placreg,portdep,portret,regarr,regarr2,regdis1,regdis2,regdis3,regem1,regem2,regem3,regisreg,resistance,retrnreg,retrnreg1,rig,saild1,saild2,saild3,saild4,saild5,shipname,sla1port,slaarriv,sladafri,sladamer,sladvoy,slas32,slas36,slas39,slavema1,slavema3,slavemx1,slavemx3,slavmax1,slavmax3,slavmax7,slinten2,slintend,sourcea,sourceb,sourcec,sourced,sourcee,sourcef,sourceg,sourceh,sourcei,sourcej,sourcek,sourcel,sourcem,sourcen,sourceo,sourcep,sourceq,sourcer,tonnage,tontype,tslavesd,tslavesp,voyage,women1,women2,women3,women4,women5,women6,xmimpflag,yearaf,yearam,yeardep,yrcons,yrreg,natinimp,year5,year10,year25,year100,tonmod,fate2,fate3,fate4,ncartot,pctemb,mjbyptimp,slastot,pctdis,mjslptimp,ptdepimp,deptregimp,majbyimp,mjselimp,deptregimp1,majbyimp1,mjselimp1,slaximp,slamimp,vymrtimp,tslmtimp,vymrtrat,adlt1imp,chil1imp,male1imp,feml1imp,chilrat1,malrat1,menrat1,womrat1,boyrat1,girlrat1,adlt3imp,chil3imp,male3imp,feml3imp,chilrat3,malrat3,menrat3,womrat3,boyrat3,girlrat3,slavema7,slavemx7,men7,women7,boy7,girl7,adult7,child7,male7,female7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,adlt2imp,chil2imp,male2imp,feml2imp
75715, , , , , , , , , , , , , , , , ,"Dawson, William", , , , , , , , , , , , , , , , ,20,10,1771, , , , , , , , , , , , , , , , , , , , , , , , , ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10433, , , , , , , , , , , , , , , , , , , ,Juno, , , , , , , , , , , , , , , , , ,"BT6/3,177","LList, 8 Oct 1771","LList, 15 Oct 1771", , , , , , , , , , , , , , , ,70,22, , , , , , , , , ,132,1771,1771,1771, , ,7,55,28,11,1700,128.3,6,15,1, , , , , , ,10433,10400, , ,10000, , ,305,268, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76478, , , , , , , , , , , , , , , , ,Hayes,"Smith, Henry", , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,1,1715, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , ,60515,34299, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,60408,60515, , , ,10433, , , ,34200, , ,60400,60500, , , , , , , , , , , ,Swallow Gally,34299,323, , , , , , , , , , , , , , , ,"CO33/15,4,10","T70/8,91","T70/5,105", , , , , , , , , , , , , , , , , , , , , , , , , , ,130,1715,1715,1715, , ,7,43,22,9,1700, ,1,14,1, , ,60999, , ,34299,10433,10400,60900,34200,10000,60000,30000,386,323, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76511, , , , , , , , , , , , , , , , ,"Bulcock, John", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,12,1718, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , , ,34299, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10433, , , ,34200, , , , , , , , , , , , , , , ,Fanteen Gally,34299,279, , , , , , , , , , , , , , , ,"CO33/15,6,12", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130,1718,1718,1718, , ,7,44,22,9,1700, ,1,14,1, , , , , ,34299,10433,10400, ,34200,10000, ,30000,334,279, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76577, , , , , , , , ,31312, , , , , , , ,"Tarrett, John (a) Jarrett",Farrah,"Vaughan, Jason", , , , , , ,10400, ,22, , , , , ,1,4,1736, , , , , , , , , , ,3,1738, , , , , , ,4,7,1738, , , , ,71, , , , , , , , , , , , ,6, , , , , ,31312, , , , , , , , , , , , ,7, , , , , , ,1,"Lascelles, Henry","Jasper, Edward","Hamilton, George","Moore, Robert","Swale, Henry", , , , , , , , , , , , , , ,10433,10433,10433,10433,31300, ,31300, , , , , ,10400, ,10400,10000,60, , , , , ,Sarah,31312,42, , , , , , , , , , , , , , , ,ADM7/80,"CO33/16,II,65",C111/95,"Shelburne,43,f.40","ADM68/197,44","DP,38.07.10.","AGI, Santo Domingo 2167", , , , , , , , , , , ,70,22, , , , , , , , , ,95,1736,1738,1736,1731,1733,7,48,24,10,1700,128.3,1,13,3, , , , , ,31312,10433,10400, ,31300,10000, ,30000,43,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76613, , , , , , , , , , , , , , , , ,"Herbert, Thomas", , , , , , , , ,21900, , , ,38, , , ,28,5,1728, , , , , , ,10,6,1729,18,2,1729, , , , , , ,10,9,1729, , , , ,1, , , , , , , , , , , , ,14, , , , , ,35114, , , , , , , , , , , , ,7, , , , , , ,1,"Signaret, Peter", , , , , , , , , , , , , , , , , , ,21903,10433, ,10433, , ,35100, , , , , ,10400, ,10400,10000, , , , , , ,Prosperity,35114,360, , , , , , , , , , , , , , , ,"CO142/15,II,31","NYPL,Lawrance","ADM68/195,67v","DPB,29.05.29.","StJEP,29.06.12.-14.", , , , , , , , , , , , , ,100,22, , , , , , , , , ,131,1728,1729,1728,1725,1728,7,46,23,10,1700,182.3,1,14,1, , , , , ,35114, , , ,35100, , ,30000,425,360, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76727, , , , , , , , , , , , , , , , ,"McPheadris, Gilbert", , , , , , , , ,80700, ,20, , , , , ,5,6,1730, , , , ,3,1731, , , , , , , , , , , , , , , ,60499, ,60400, ,27, , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , ,7, , , , , , , ,Wall,Galloway (St Kitts), , , , , , , , , , , , , , , , , ,80703, ,10433, , , , , , , , , , , , , ,35, , , , , ,Seeker, , , , , , , , , , , , , , , , , ,ADM7/77,"BankEng,M6/130","T70/1193,16,19","T70/7,f.106v","DPB,30.06.13.","Daily Advertiser, 31.07.07.", , , , , , , , , , , , ,100,22, , , , , , , , , ,75,1731,1731,1730, , ,7,47,24,10,1700,182.3,2,1,2, , ,60499, , , ,10433,10400,60400, ,10000,60000, ,238,193, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76729, , , , , , , , ,39002, , , , , , , ,"Eaves, George", , , , , , , , ,10300, ,16, , , , , ,26,6,1730, , , , , , ,9,1,1732,13,9,1731, , , , , , ,3,3,1732, , , , ,1, , , , , , , , , , , , ,10, , , , , ,31312, , , , , , , , , , , , ,7, , , , , , , ,South Sea Company,Bennett, , , , , , , , , , , , , , , , , ,10399, ,10433,10433,39000, ,31300, , , , , , , ,10400,10000,4, , , , , ,Bellamount,31312,264, , , , , , , , , , , , , , , ,ADM7/77,"Shelburne,44,f.911-12","Add.mss,25505,13,14", , , , , , , , , , , , , , , ,150,22, , , , , , , , , ,32,1730,1731,1730, , ,7,47,24,10,1700,272.3,1,14,1, , , , , ,31312,10433,10400, ,31300,10000, ,30000,318,264, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76739, , , , , , , , ,39002, , , , , , , ,"Naylor, Samuel", , , , , , , , ,10300, ,24, , , , , ,1,9,1730, ,11,1730, , , , , , , ,5,1731, , , , , , ,3,12,1731,60999, ,60900, ,1, , , , , , , , , , , , ,8, , , , ,60408,33599, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,60408, , ,10399,10433,10433,10433,39000, ,33500, , ,60400, , ,10400, ,10400,10000,4, , , , , ,Hunter,33599, , , , , , , , , , , , , , , , ,ADM7/77,"ADM68/196,10","WR,31.05.01.","WR,31.08.14.","RWJ,31.08.14.","WNDR,30.09.25.", , , , , , , , , , , , ,130,22, , , , , , , , , ,32,1730,1731,1730, , ,7,47,24,10,1700,236.3,1,14,1, , ,60408, , ,33599,10433,10400,60400,33500,10000,60000,30000,357,297, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76740, , , , , , , , ,39002, , , , , , , ,"Maxwell, Robert", , , , , , , , ,80700, ,16, , , , , ,22,9,1730, , , , , , , , , ,30,11,1731, , , , , , , , , ,60999, ,60900, ,49, , , , , , , , , , , , ,4, , , , ,60515,34299, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,60515, , ,80703, ,10433, ,39000, ,34200, , ,60500, , , , , , ,4, , , , , ,Ruby,34299,112, , , , , , , , , , , , , , , ,ADM7/77,"Donnan,II,428",CO33/30,"StJEP,31.06.26-29.","WR,32.02.05.","WNDR,30.10.22.", , , , , , , , , , , , ,100,22, , , , , , , , , ,32,1730,1731,1730, , ,7,47,24,10,1700,182.3,1,14,1, , ,60515, , ,34299,10433,10400,60500,34200,10000,60000,30000,135,112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76840,35199, , , , , , , , , , , , , , , ,"Aubin, Phillip", , , , , , , , ,10300, ,28, , , , , ,3,6,1734, , , , , , , , , ,24,12,1734, , , , , , ,30,8,1735, , , , ,1, , , , , , , , , , , , ,10, , , , , ,35599, , , , , , , , , , , , ,7, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,10399,10433,10433,10433, , ,34200,35100, , , , ,10400, ,10400,10000,41, , , , , ,Crocodile,34299,156, , , , , , , , , , , , , , , ,ADM7/80,"Donnan,II,430",CO33/30,"ADM68/196,197v","DPB,34.06.01.","DPB,34.06.05.", , , , , , , , , , , , ,100,22, , , , , , , , , ,83,1734,1734,1734, , ,7,47,24,10,1700,182.3,1,14,1, , , , , ,99801,10433,10400, ,99800,10000, ,80000,172,156, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76847, , , , , , , , , , , , , , , , ,"Drummond, John", , , , , , , , ,80700, ,16, , , , , ,19,9,1734, , , , , , , , , , , , , , , , , , ,7,8,1736, , , , ,1, , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,80703,10433,10433,10433, , , , , , , , ,10400, ,10400,10000,35, , , , , ,Pheasant, , , , , , , , , , , , , , , , , ,ADM7/80,"ADM68/196,239v","StJEP,34.11.02.-05.", , , , , , , , , , , , , , , ,100,22, , , , , , , , , ,75,1734,1734,1734, , ,7,47,24,10,1700,182.3,1,14,1, , , , , , ,10433,10400, , ,10000, , ,238,193, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76878, , , , , , , , ,34299, , , , , , , ,"Hambly, William", , , , , , , , ,80700, ,18, , , , , ,6,8,1736, , , , , , , , , , , , , , , , , , , , , , , , , ,77, , , , , , , , , , , , ,6, , , , ,60408, , , , , , , , , , , , , ,7, , , , , ,1, ,"Hamilton, George","Pinnell, Richard", , , , , , , , , , , , , , ,60408, , ,80703, ,10433, ,34200, , , , ,60400, , , , , , ,4, , , , , ,Whidah, , , , , , , , , , , , , , , , , ,ADM7/82,C103/130,"StJEP,36.09.04.-07.", , , , , , , , , , , , , , , ,140,22, , , , , , , , , ,32,1736,1736,1736, , ,7,48,24,10,1700,254.3,5,14,1, , ,60408, , ,34299,10433,10400,60400,34200,10000,60000,30000,357,297, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76936, , , , , , , , ,39002, , , , , , , ,"Burn, David", , , , , , , , ,80700, ,20, , , , , ,6,10,1737, , , , , , , , , , , ,1738, , , , , , ,20,10,1738,60999, ,60900, ,1, , , , , , , , , , , , ,6, , , , , ,35199, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,80703, ,10433,10433,39000, ,35100, , , , , , , ,10400,10000,35, , , , , ,Nassau,35199, , , , , , , , , , , , , , , , ,ADM7/83,"ADM68/197,58v","DA,37.10.10.","GEP,37.10.06.-07.","DG,37.11.12.","DP,38.10.11.", , , , , , , , , , , , ,160,22, , , , , , , , , ,75,1737,1738,1737, , ,7,48,24,10,1700,257.3,1,14,1, , ,60999, , ,35199,10433,10400,60900,35100,10000,60000,30000,238,193, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77116, , , , , , , , , , , , , , , , ,"Strong, Thomas", , , , , , , , ,10300, ,9, , , , , ,15,10,1775, , , , , , , , , , , ,1776, , , , , , , , , ,60118, ,60100, ,49, , , , , , , , , , , , , , , , , ,60118,34299, , , , , , , , , , , , ,7, , , , , ,1, ,"Mather, Js", , , , , , , , , , , , , , , ,60118, , ,10399,10433,10433, , , ,34200, , ,60100, , ,10400, , , ,27, , , , , ,Nancy,34299, , , , , , , , , , , , , , , , ,LR1776,ADM7/100,"BT6/3,186","LList, 17 Oct 1775","LList, 20 Oct 1775","LList, 24 Oct 1775","LList, 26 Dec 1775","LList, 29 Dec 1775","LList, 8 Oct 1776", , , , , , , , , ,40,22, , , , , , , , , ,67,1775,1776,1775, , ,7,56,28,12,1700,74.3,1,14,1, , ,60118, , ,34299,10433,10400,60100,34200,10000,60000,30000,90,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77175, , , , , , , , ,34299, , , , , , , ,"Wilcock, Ja", , , , , , , , ,80700, ,12, , , , , , , ,1763, , , ,30,8,1764, , , , , ,1764, , , , , , , , , , , , , ,92, , , , , , , , , , , , , , , , , ,60118,33499, , , , , , , , , , , , ,7, , , , , , , ,Gumperk*, , , , , , , , , , , , , , , ,60118, , ,80709, ,10433, ,34200, ,33400, , ,60100, , , , , , ,27, , , , , ,Rebecca,33499, , , , , , , , , , , , , , , , ,LR1764,"CO267/1,Poirier,66.05.31", , , , , , , , , , , , , , , , ,60,22,92, , , , , , , , ,66,1764,1764,1763,1758, ,7,53,27,11,1700,110.3,1,14,1, , ,60118, , ,33499,10433,10400,60100,33400,10000,60000,30000,92,73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77236, , , , , , , , , , , , , , , , ,"Miller, Joseph", , , , , , , , ,21900, ,14, ,12,14, , , , ,1763, , , , , , ,16,1,1764,17,10,1763, , , , , , ,15,3,1764,60108, ,60100, ,1, , , , , , , , , , , , ,0, , , , ,60108,21302, , , , , , , , , , , , ,7, , , , , , , ,"Steed, Benjamin", , , , , , , , , , , , , , , ,60108, , ,21903,10433,10433,10450, , ,21300, , ,60100, , ,10400, ,10400,10000,4, , , , , ,Woodmanstone,21302,73, , , , , , , , , , , , , , , ,"BT6/3,161",CO5/510,"LList, 16 Dec 1763","LList, 16 Mar 1764","LList, 1 May 1764","LList, 7 Aug 1764", , , , , , , , , , , , ,200,22, , , , , , , , , ,33,1763,1763,1763,1762,1763,7,53,27,11,1700,305.3,1,14,1, , ,60108, , ,21302,10433,10400,60100,21300,10000,60000,20000,89,73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77238, , , , , , , , , , , , , , , , ,"Fox, Jn",Wyat, , , , , , , ,21200, , , , , , , ,19,8,1775, ,9,1774, , , , , , , , , , , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , ,60408, , , , , , , , , , , , , ,7, , , , , , ,1,"Shoolbred, J","Taylor, W", , , , , , , , , , , , , , ,60408, , ,21299, ,10433, , , , , , ,60400, , , , , , ,35, , , , , ,Woortmans, ,250, , , , , , , , , , , , , , , ,LR1776,T70/1534,"LList, 22 Aug 1775","LList, 19 Apr 1776","LList, 24 Sept 1776","T70/32,p.17", , , , , , , , , , , , ,130,22, , , , , , , , , ,76,1774,1774,1775,1765, ,7,55,28,11,1700,236.3,1,14,1, , ,60408, , , ,10433,10400,60400, ,10000,60000, ,288,250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77259, , , , , , , , , , , , , , , , ,"Poirier, Samuel", , , , , , , , ,20400, ,30, ,14, , , ,2,5,1743, , , , , , ,15,6,1744,25,2,1744, , , , , , ,22,8,1744, , , , ,1, , , , , , , , , , , , ,4, , , , ,60799,35114, , , , , , , , , , , , ,7, , , , , , , ,"Baselock, Robt","Coleman, Abe", , , , , , , , , , , , , , ,60799, , ,20404,10433,10433,10433, , ,35100, , ,60700, , ,10400, ,10400,10000,35, , , , , ,Indian Queen,35114,294, , , , , , , , , , , , , , , ,ADM7/84,T70/1515,"CO142/15,46-7,70","LList, 31 Jan 1744","LList, 25 May 1744","LList, 24 Aug 1744","ADM68/198,11","DG,43.05.04","DG,44.05.24", , , , , , , , , ,90,22, , , , , , , , , ,75,1743,1744,1743,1738,1743,7,49,25,10,1700,164.3,1,14,1, , ,60799, , ,35114,10433,10400,60700,35100,10000,60000,30000,363,294, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77535, , , , , , , , , , , , , , , , ,"Barton, John","Bruce, John", , , , , , , ,80700, ,20, , , , , ,29,1,1741, , , , , , , , , , , ,1742, , , , , , ,2,1,1743, , , , ,1, , , , , , , , , , , , ,16, , , , ,60299,21099, , , , , , , , , , , , ,7, , , , , ,2, ,"Fryer, George", , , , , , , , , , , , , , , ,60220, , ,80703,10433,10433,10433, , ,21000, , ,60200, , ,10400, ,10400,10000,35, , , , , ,Black Prince,21099, , , , , , , , , , , , , , , , ,ADM7/83,"LList, 3 Feb 1741","LList, 17 Mar 1741","LList, 24 July 1741","LList, 27 Nov 1741","ADM68/197,245","DP,42.12.28","DP,42.08.31","DP,43.01.03", , , , , , , , , ,70,22, , , , , , , , , ,75,1741,1742,1741, , ,7,49,25,10,1700,128.3,1,14,1, , ,60220, , ,21099,10433,10400,60200,21000,10000,60000,20000,238,193, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77715, , , , , , , , ,34299, , , , , , , ,"Morris, Apollo", , , , , , , , ,10300, ,30, , , , , , ,2,1759,6,5,1759,11,6,1759, , , , , , , , , , , , , , , ,60412, ,60400, ,59, , , , , , , , , , , , ,18, , , , ,60412, , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,60412, , ,10399,10433,10433, ,34200, , , , ,60400, , ,10400, , , ,4, , , , , ,Elizabeth, , , , , , , , , , , , , , , , , ,ADM7/90,T70/1529,T70/1263,"BT6/3,156","T70/29,f,132v", , , , , , , , , , , , , ,200,22,70, , , , , , , , ,33,1759,1759,1759, , ,7,52,26,11,1700,305.3,5,14,2, , ,60412, , ,34299,10433,10400,60400,34200,10000,60000,30000,70,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77781, , , , , , , , , , , , , , , , ,"Smith, George", , , , , , , , ,80700, ,11, , , , , ,22,5,1764, , , , , , , , , ,26,8,1765, , , , , , , , , ,60108, ,60100, ,49, , , , , , , , , , , , ,0, , , , , ,34299, , , , , , , , , , , , ,7, , , , , ,1, ,"Alexander, R*", , , , , , , , , , , , , , , , , , ,80703,10433,10506, , , ,34200, , , , , ,10400, , , ,4, , , , , ,Glasgow,34299,93, , , , , , , , , , , , , , , ,ADM7/91,"LList, 3 Aug 1764","LList, 14 Aug 1764","LList, 22 Nov 1765","BT6/3,162","CO28/32,230","Duffil,107,119", , , , , , , , , , , ,70,22, , , , , , , , , ,33,1764,1765,1764, , ,7,53,27,11,1700,128.3,1,14,1, , ,60108, , ,34299,10506,10500,60100,34200,10000,60000,30000,114,93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77793, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1741, , , , , , , , , , , , , , , , , , , , , , , , , ,59,72, , ,0,0, , , , , , , , , , , , ,60499, ,132, , ,0,0, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,60499, , , , ,35199, , , , , , ,60400, , , , , , , , , , , , ,Tryton, , , , , , , , , , ,204, , , , , , ,C103/130, , , , , , , , , , , , , , , , , , , ,204, , , , , , , , ,108,1741,1741,1741, , ,7,49,25,10,1700, ,5,14,2, , ,60499, , , ,35199,35100,60400, ,30000,60000, ,204,180, , , , , ,132,72, ,.647058823529412, , , , , , , , , , , , , , , ,204, , , , , , ,132,72, , , , ,.647058823529412, , , , , 
77796, , , , , , , , , , , , , , , , ,Gregory, , , , , , , , , , , , , , , , , , ,1766,10,7,1766, , , , , , , , , , , , , , , , , , ,60499, ,60400, ,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10433,34299, , , , , , , , , ,10400, , , , , , , , , ,Annamaboe, , , , , , , , , , , , , , , , , ,T70/1263,"LList, 25 Nov 1766", , , , , , , , , , , , , , , , ,250,22, , , , , , , , , ,108,1766,1766,1766, , ,7,54,27,11,1700,365.3,2,1,2, , ,60499, , , ,34299,34200,60400, ,30000,60000, ,273,241, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77893, , , , , , , , , , , , , , , , ,"Kirkpatrick, Robert", , , , , , , , ,80700, ,22, , , , , ,25,9,1766, , , , , , , , , ,30,12,1767, , , , , , , , , ,60799, ,60700, ,1, , , , , , , , , , , , ,6, , , , ,60799,21401, , , , , , , , , , , , ,7, , , , , , , ,Blacket (Capt), , , , , , , , , , , , , , , ,60799, , ,80703,10433,10433,10414, , ,21400, , ,60700, , ,10400, ,10400,10000,4, , , , , ,Susannah,21401,90, , , , , , , , , , , , , , , ,LR1768,ADM7/92,"Donnan,IV,623","LList, 26 Sept 1766","LList, 3 Nov 1767","LList, 13 Nov 1767","BT6/3,166", , , , , , , , , , , ,220,22, , , , , , , , , ,33,1766,1767,1766,1746, ,7,54,27,11,1700,329.3,1,14,1, , ,60799, , ,21401,10433,10400,60700,21400,10000,60000,20000,110,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77902, , , , , , , , , , , , , , , , ,"Campbell, Charles", , , , , , , , ,80700, ,37, , , , , ,11,12,1766, , , , , , , , , , , , , , , , , , ,31,12,1767, , , , ,1, , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , ,7, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,80709,10433,10433,10433, , , , , , , , ,10400, ,10400,10000,4, , , , , ,Loretta, , , , , , , , , , , , , , , , , ,ADM7/92,"BT6/3,166","LList, 20 Jan 1767","ADM68/201,113", , , , , , , , , , , , , , ,210,22, , , , , , , , , ,33,1766,1766,1766, , ,7,54,27,11,1700,317.3,1,14,1, , , , , , ,10433,10400, , ,10000, , ,345,281, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77921, , , , , , , , , , , , , , , , ,"Lowthon, Patrick", , , , , , , , ,10300, ,10, , , , , ,15,7,1767, , , , , , , , , , , , , , , , , , , , , , , , , ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,10399,10433,10433, , , , , , , , , ,10400, , , ,1, , , , , ,Juno, , , , , , , , , , , , , , , , , ,ADM7/94,"LList, 17 July 1767","LList, 7 Aug 1767", , , , , , , , , , , , , , , ,40,22, , , , , , , , , ,98,1767,1767,1767, , ,7,54,27,11,1700,74.3,6,15,1, , , , , , ,10433,10400, , ,10000, , ,152,133, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77983, , , , , , , , , , , , , , , , ,"Duley, Benjamin", , , , , , , , ,80700, ,12, , , , , ,7,1,1769, , , , , , , , , , , ,1769, , , , , , ,19,10,1769,60118, ,60100, ,1, , , , , , , , , , , , ,4, , , , , ,33599, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,80709,10433,10433,10447, , ,33500, , , , , ,10400, ,10400,10000,1, , , , , ,Black Prince,33599, , , , , , , , , , , , , , , , ,ADM7/94,"BT6/3,170","LList, 24 Oct 1769","ADM68/202,37", , , , , , , , , , , , , , ,100,22, , , , , , , , , ,98,1769,1769,1769, , ,7,54,27,11,1700,182.3,1,14,1, , ,60118, , ,33599,10433,10400,60100,33500,10000,60000,30000,152,133, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77997, , , , , , , , , , , , , , , , ,"Moore, Henry",Clark, , , , , , , ,20300, ,7, , , , , ,28,9,1769, , , , , , , , , , , ,1770, , , , , , ,14,9,1770, , , , ,1, , , , , , , , , , , , ,2, , , , , ,34299, , , , , , , , , , , , ,7, , , , , ,2, ,"Pears, Richard","Moore, Henry","Moore, Ann", , , , , , , , , , , , , , , , ,20302,10433,10433,10432, , ,34200, , , , , ,10400, ,10400,10000,4, , , , , ,John and Ann,34299, , , , , , , , , , , , , , , , ,"LST,1744-1786",ADM7/94,"BT6/3,172","LList, 15 June 1770", , , , , , , , , , , , , , ,120,22, , , , , , , , , ,33,1769,1770,1769,1768,1769,7,54,27,11,1700,218.3,1,14,1, , , , , ,34299,10433,10400, ,34200,10000, ,30000,345,281, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
78045, , , , , , , , , , , , , , , , ,"Walsh, Hugh (a) Naish", , , , , , , , ,10300, ,70, , , , , ,26,3,1771, , , , , , , , , , , , , , , , , , , , , ,60118,60605,60100,60600,2, , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,10399,10433,10433, , , , , , , , , ,10400,2, , ,4, , , , , ,Polly, , , , , , , , , , , , , , , , , ,ADM7/96,"BT6/3,176","LList, 29 Mar 1771","LList, 25 Oct 1771",LR1768, , , , , , , , , , , , , ,200,22, , , , , , , , , ,33,1771,1771,1771, , ,7,55,28,11,1700,305.3,2,1,2, , ,60605, , , ,10433,10400,60600, ,10000,60000, ,345,281, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
